YEAR,DATES,POLLSTER,GRADE,SAMPLE,Unnamed: 5,WEIGHT,APPROVE,DISAPPROVE,ADJUSTED_APPROVE,ADJUSTED_DISAPPROVE,datestring,bothdates,start,end
2021,AUG. 11-15,Morning Consult,B,2200,A,0.04,55%,41%,54%,44%,AUG. 11-15 2021,"(datetime.date(2021, 8, 11), datetime.date(2021, 8, 15))",2021-08-11,2021-08-15
2021,AUG. 9-13,Morning Consult,B,2200,A,0.04,56%,40%,55%,43%,AUG. 9-13 2021,"(datetime.date(2021, 8, 9), datetime.date(2021, 8, 13))",2021-08-09,2021-08-13
2021,AUG. 11-12,Ipsos,B-,1002,A,0.29,51%,43%,50%,44%,AUG. 11-12 2021,"(datetime.date(2021, 8, 11), datetime.date(2021, 8, 12))",2021-08-11,2021-08-12
2021,AUG. 10-12,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.62,47%,52%,49%,46%,AUG. 10-12 2021,"(datetime.date(2021, 8, 10), datetime.date(2021, 8, 12))",2021-08-10,2021-08-12
2021,AUG. 8-11,Trafalgar Group,A-,1073,LV,1.74,47%,48%,49%,45%,AUG. 8-11 2021,"(datetime.date(2021, 8, 8), datetime.date(2021, 8, 11))",2021-08-08,2021-08-11
2021,AUG. 7-10,Beacon Research/Shaw & Company Research,A,1002,RV,1.79,53%,46%,51%,45%,AUG. 7-10 2021,"(datetime.date(2021, 8, 7), datetime.date(2021, 8, 10))",2021-08-07,2021-08-10
2021,AUG. 7-10,YouGov,B+,1500,A,0.85,46%,43%,47%,44%,AUG. 7-10 2021,"(datetime.date(2021, 8, 7), datetime.date(2021, 8, 10))",2021-08-07,2021-08-10
2021,AUG. 4-10,HarrisX,B+,4918,RV,2.24,54%,40%,50%,41%,AUG. 4-10 2021,"(datetime.date(2021, 8, 4), datetime.date(2021, 8, 10))",2021-08-04,2021-08-10
2021,AUG. 4-10,Morning Consult,B,45000,A,0.89,51%,41%,50%,44%,AUG. 4-10 2021,"(datetime.date(2021, 8, 4), datetime.date(2021, 8, 10))",2021-08-04,2021-08-10
2021,AUG. 7-9,Morning Consult,B,1996,RV,0.04,51%,46%,50%,49%,AUG. 7-9 2021,"(datetime.date(2021, 8, 7), datetime.date(2021, 8, 9))",2021-08-07,2021-08-09
2021,AUG. 6-9,Morning Consult,B,2200,A,0.04,53%,41%,52%,44%,AUG. 6-9 2021,"(datetime.date(2021, 8, 6), datetime.date(2021, 8, 9))",2021-08-06,2021-08-09
2021,AUG. 5-9,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.7,48%,51%,50%,45%,AUG. 5-9 2021,"(datetime.date(2021, 8, 5), datetime.date(2021, 8, 9))",2021-08-05,2021-08-09
2021,AUG. 4-5,HarrisX,B+,1103,RV,0.54,55%,40%,51%,41%,AUG. 4-5 2021,"(datetime.date(2021, 8, 4), datetime.date(2021, 8, 5))",2021-08-04,2021-08-05
2021,AUG. 4-5,Ipsos,B-,1004,A,0.5,50%,43%,49%,44%,AUG. 4-5 2021,"(datetime.date(2021, 8, 4), datetime.date(2021, 8, 5))",2021-08-04,2021-08-05
2021,AUG. 2-4,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.79,48%,51%,50%,45%,AUG. 2-4 2021,"(datetime.date(2021, 8, 2), datetime.date(2021, 8, 4))",2021-08-02,2021-08-04
2021,AUG. 2-3,Redfield & Wilton Strategies,B/C,1500,RV,1.25,48%,36%,50%,41%,AUG. 2-3 2021,"(datetime.date(2021, 8, 2), datetime.date(2021, 8, 3))",2021-08-02,2021-08-03
2021,JUL. 31-AUG. 3,YouGov,B+,1500,A,0.83,49%,43%,50%,44%,JUL. 31-AUG. 3 2021,"(datetime.date(2021, 7, 31), datetime.date(2021, 8, 3))",2021-07-31,2021-08-03
2021,JUL. 29-AUG. 3,McLaughlin & Associates,C/D,1000,LV,0.77,54%,45%,53%,44%,JUL. 29-AUG. 3 2021,"(datetime.date(2021, 7, 29), datetime.date(2021, 8, 3))",2021-07-29,2021-08-03
2021,JUL. 28-AUG. 3,Morning Consult,B,45000,A,0.96,51%,41%,50%,44%,JUL. 28-AUG. 3 2021,"(datetime.date(2021, 7, 28), datetime.date(2021, 8, 3))",2021-07-28,2021-08-03
2021,JUL. 31-AUG. 2,Morning Consult,B,2200,A,0.05,53%,42%,52%,45%,JUL. 31-AUG. 2 2021,"(datetime.date(2021, 7, 31), datetime.date(2021, 8, 2))",2021-07-31,2021-08-02
2021,JUL. 30-AUG. 2,YouGov,B+,1552,A,0.86,48%,44%,49%,45%,JUL. 30-AUG. 2 2021,"(datetime.date(2021, 7, 30), datetime.date(2021, 8, 2))",2021-07-30,2021-08-02
2021,JUL. 30-AUG. 2,Morning Consult,B,2200,A,0.05,51%,43%,50%,46%,JUL. 30-AUG. 2 2021,"(datetime.date(2021, 7, 30), datetime.date(2021, 8, 2))",2021-07-30,2021-08-02
2021,JUL. 29-AUG. 2,Morning Consult,B,2200,A,0.05,53%,41%,52%,44%,JUL. 29-AUG. 2 2021,"(datetime.date(2021, 7, 29), datetime.date(2021, 8, 2))",2021-07-29,2021-08-02
2021,JUL. 29-AUG. 2,Navigator Research,B/C,1000,RV,0.83,51%,46%,50%,45%,JUL. 29-AUG. 2 2021,"(datetime.date(2021, 7, 29), datetime.date(2021, 8, 2))",2021-07-29,2021-08-02
2021,JUL. 27-AUG. 2,Quinnipiac University,A-,1290,A,1.88,46%,43%,49%,43%,JUL. 27-AUG. 2 2021,"(datetime.date(2021, 7, 27), datetime.date(2021, 8, 2))",2021-07-27,2021-08-02
2021,JUL. 30-AUG. 1,Léger,B/C,1001,A,0.87,53%,45%,53%,45%,JUL. 30-AUG. 1 2021,"(datetime.date(2021, 7, 30), datetime.date(2021, 8, 1))",2021-07-30,2021-08-01
2021,JUL. 29-AUG. 1,Morning Consult,B,2200,A,0.05,55%,39%,54%,42%,JUL. 29-AUG. 1 2021,"(datetime.date(2021, 7, 29), datetime.date(2021, 8, 1))",2021-07-29,2021-08-01
2021,JUL. 28-AUG. 1,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.54,49%,49%,51%,43%,JUL. 28-AUG. 1 2021,"(datetime.date(2021, 7, 28), datetime.date(2021, 8, 1))",2021-07-28,2021-08-01
2021,JUL. 29-31,Cor Services,,515,LV,0.57,43%,51%,45%,50%,JUL. 29-31 2021,"(datetime.date(2021, 7, 29), datetime.date(2021, 7, 31))",2021-07-29,2021-07-31
2021,JUL. 28-30,TIPP Insights,A+,1322,A,2.44,52%,34%,53%,39%,JUL. 28-30 2021,"(datetime.date(2021, 7, 28), datetime.date(2021, 7, 30))",2021-07-28,2021-07-30
2021,JUL. 28-29,Ipsos,B-,1005,A,0.59,54%,42%,52%,43%,JUL. 28-29 2021,"(datetime.date(2021, 7, 28), datetime.date(2021, 7, 29))",2021-07-28,2021-07-29
2021,JUL. 28-29,Harris Poll,B+,1788,RV,2.0,52%,43%,51%,44%,JUL. 28-29 2021,"(datetime.date(2021, 7, 28), datetime.date(2021, 7, 29))",2021-07-28,2021-07-29
2021,JUL. 28-29,Morning Consult,B,2000,RV,0.04,51%,47%,50%,50%,JUL. 28-29 2021,"(datetime.date(2021, 7, 28), datetime.date(2021, 7, 29))",2021-07-28,2021-07-29
2021,JUL. 21-29,Marist College,A,1132,A,1.97,49%,44%,50%,44%,JUL. 21-29 2021,"(datetime.date(2021, 7, 21), datetime.date(2021, 7, 29))",2021-07-21,2021-07-29
2021,JUL. 24-28,Hart Research Associates/Public Opinion Strategies,B+,802,A,1.21,48%,45%,49%,45%,JUL. 24-28 2021,"(datetime.date(2021, 7, 24), datetime.date(2021, 7, 28))",2021-07-24,2021-07-28
2021,JUL. 20-28,WPA Intelligence,B/C,1000,RV,1.02,47%,44%,48%,44%,JUL. 20-28 2021,"(datetime.date(2021, 7, 20), datetime.date(2021, 7, 28))",2021-07-20,2021-07-28
2021,JUL. 25-27,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.7,46%,52%,48%,46%,JUL. 25-27 2021,"(datetime.date(2021, 7, 25), datetime.date(2021, 7, 27))",2021-07-25,2021-07-27
2021,JUL. 24-27,YouGov,B+,1500,A,0.87,46%,44%,47%,45%,JUL. 24-27 2021,"(datetime.date(2021, 7, 24), datetime.date(2021, 7, 27))",2021-07-24,2021-07-27
2021,JUL. 21-27,Morning Consult,B,45000,A,1.01,52%,40%,51%,43%,JUL. 21-27 2021,"(datetime.date(2021, 7, 21), datetime.date(2021, 7, 27))",2021-07-21,2021-07-27
2021,JUL. 23-26,Morning Consult,B,2200,A,0.05,53%,41%,52%,44%,JUL. 23-26 2021,"(datetime.date(2021, 7, 23), datetime.date(2021, 7, 26))",2021-07-23,2021-07-26
2021,JUL. 21-26,Monmouth University,A,804,A,1.52,48%,44%,49%,44%,JUL. 21-26 2021,"(datetime.date(2021, 7, 21), datetime.date(2021, 7, 26))",2021-07-21,2021-07-26
2021,JUL. 16-26,Marquette University Law School,A/B,1010,A,1.93,58%,42%,56%,42%,JUL. 16-26 2021,"(datetime.date(2021, 7, 16), datetime.date(2021, 7, 26))",2021-07-16,2021-07-26
2021,JUL. 23-25,Morning Consult,B,2201,A,0.05,54%,40%,53%,43%,JUL. 23-25 2021,"(datetime.date(2021, 7, 23), datetime.date(2021, 7, 25))",2021-07-23,2021-07-25
2021,JUL. 19-23,Echelon Insights,B/C,1143,RV,1.29,55%,43%,54%,43%,JUL. 19-23 2021,"(datetime.date(2021, 7, 19), datetime.date(2021, 7, 23))",2021-07-19,2021-07-23
2021,JUL. 21-22,Ipsos,B-,1005,A,0.65,54%,40%,53%,42%,JUL. 21-22 2021,"(datetime.date(2021, 7, 21), datetime.date(2021, 7, 22))",2021-07-21,2021-07-22
2021,JUL. 20-22,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.63,50%,48%,52%,42%,JUL. 20-22 2021,"(datetime.date(2021, 7, 20), datetime.date(2021, 7, 22))",2021-07-20,2021-07-22
2021,JUL. 20-21,HarrisX,B+,949,RV,0.95,58%,42%,54%,43%,JUL. 20-21 2021,"(datetime.date(2021, 7, 20), datetime.date(2021, 7, 21))",2021-07-20,2021-07-21
2021,JUL. 6-21,Gallup,B+,1007,A,1.52,50%,45%,50%,44%,JUL. 6-21 2021,"(datetime.date(2021, 7, 6), datetime.date(2021, 7, 21))",2021-07-06,2021-07-21
2021,JUL. 17-20,American Research Group,C+,1100,A,1.1,53%,43%,51%,45%,JUL. 17-20 2021,"(datetime.date(2021, 7, 17), datetime.date(2021, 7, 20))",2021-07-17,2021-07-20
2021,JUL. 17-20,YouGov,B+,1500,A,0.75,48%,40%,49%,41%,JUL. 17-20 2021,"(datetime.date(2021, 7, 17), datetime.date(2021, 7, 20))",2021-07-17,2021-07-20
2021,JUL. 14-20,Morning Consult,B,45000,A,0.97,52%,40%,51%,43%,JUL. 14-20 2021,"(datetime.date(2021, 7, 14), datetime.date(2021, 7, 20))",2021-07-14,2021-07-20
2021,JUL. 15-19,AP-NORC,,1308,A,1.61,59%,41%,56%,41%,JUL. 15-19 2021,"(datetime.date(2021, 7, 15), datetime.date(2021, 7, 19))",2021-07-15,2021-07-19
2021,JUL. 15-19,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.72,51%,48%,53%,42%,JUL. 15-19 2021,"(datetime.date(2021, 7, 15), datetime.date(2021, 7, 19))",2021-07-15,2021-07-19
2021,JUL. 15-19,Navigator Research,B/C,1000,RV,0.89,52%,44%,51%,43%,JUL. 15-19 2021,"(datetime.date(2021, 7, 15), datetime.date(2021, 7, 19))",2021-07-15,2021-07-19
2021,JUL. 16-18,Léger,B/C,1001,A,0.87,54%,45%,54%,45%,JUL. 16-18 2021,"(datetime.date(2021, 7, 16), datetime.date(2021, 7, 18))",2021-07-16,2021-07-18
2021,JUL. 16-18,Morning Consult,B,1997,RV,0.05,52%,44%,51%,47%,JUL. 16-18 2021,"(datetime.date(2021, 7, 16), datetime.date(2021, 7, 18))",2021-07-16,2021-07-18
2021,JUL. 16-18,Morning Consult,B,2199,A,0.05,53%,41%,52%,44%,JUL. 16-18 2021,"(datetime.date(2021, 7, 16), datetime.date(2021, 7, 18))",2021-07-16,2021-07-18
2021,JUL. 14-17,YouGov,B+,2238,A,1.07,58%,42%,59%,43%,JUL. 14-17 2021,"(datetime.date(2021, 7, 14), datetime.date(2021, 7, 17))",2021-07-14,2021-07-17
2021,JUL. 15-16,Sacred Heart University,B/C,1500,A,1.34,52%,36%,52%,38%,JUL. 15-16 2021,"(datetime.date(2021, 7, 15), datetime.date(2021, 7, 16))",2021-07-15,2021-07-16
2021,JUL. 14-15,Ipsos,B-,1005,A,0.68,53%,42%,52%,43%,JUL. 14-15 2021,"(datetime.date(2021, 7, 14), datetime.date(2021, 7, 15))",2021-07-14,2021-07-15
2021,JUL. 13-15,YouGov,B+,1715,A,0.82,50%,42%,51%,43%,JUL. 13-15 2021,"(datetime.date(2021, 7, 13), datetime.date(2021, 7, 15))",2021-07-13,2021-07-15
2021,JUL. 12-14,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.81,48%,50%,50%,44%,JUL. 12-14 2021,"(datetime.date(2021, 7, 12), datetime.date(2021, 7, 14))",2021-07-12,2021-07-14
2021,JUL. 10-13,YouGov,B+,1500,A,0.74,47%,43%,48%,44%,JUL. 10-13 2021,"(datetime.date(2021, 7, 10), datetime.date(2021, 7, 13))",2021-07-10,2021-07-13
2021,JUL. 9-13,Morning Consult,B,4398,A,0.1,54%,39%,53%,42%,JUL. 9-13 2021,"(datetime.date(2021, 7, 9), datetime.date(2021, 7, 13))",2021-07-09,2021-07-13
2021,JUL. 7-13,Morning Consult,B,45000,A,1.04,52%,39%,51%,42%,JUL. 7-13 2021,"(datetime.date(2021, 7, 7), datetime.date(2021, 7, 13))",2021-07-07,2021-07-13
2021,JUL. 9-12,Morning Consult,B,1996,RV,0.04,52%,45%,51%,48%,JUL. 9-12 2021,"(datetime.date(2021, 7, 9), datetime.date(2021, 7, 12))",2021-07-09,2021-07-12
2021,JUL. 7-11,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.95,49%,49%,51%,43%,JUL. 7-11 2021,"(datetime.date(2021, 7, 7), datetime.date(2021, 7, 11))",2021-07-07,2021-07-11
2021,JUL. 8-10,RMG Research,B-,1200,RV,1.31,51%,41%,50%,42%,JUL. 8-10 2021,"(datetime.date(2021, 7, 8), datetime.date(2021, 7, 10))",2021-07-08,2021-07-10
2021,JUL. 7-10,Cor Services,,518,LV,0.6,46%,46%,48%,45%,JUL. 7-10 2021,"(datetime.date(2021, 7, 7), datetime.date(2021, 7, 10))",2021-07-07,2021-07-10
2021,JUL. 6-10,Morning Consult,B,3995,RV,0.09,53%,45%,52%,48%,JUL. 6-10 2021,"(datetime.date(2021, 7, 6), datetime.date(2021, 7, 10))",2021-07-06,2021-07-10
2021,JUL. 8-9,HarrisX,B+,938,RV,1.05,59%,41%,55%,42%,JUL. 8-9 2021,"(datetime.date(2021, 7, 8), datetime.date(2021, 7, 9))",2021-07-08,2021-07-09
2021,JUL. 7-8,Ipsos,B-,1004,A,0.66,52%,43%,51%,44%,JUL. 7-8 2021,"(datetime.date(2021, 7, 7), datetime.date(2021, 7, 8))",2021-07-07,2021-07-08
2021,JUL. 5-6,Zogby Analytics,B-,681,LV,0.94,60%,39%,57%,41%,JUL. 5-6 2021,"(datetime.date(2021, 7, 5), datetime.date(2021, 7, 6))",2021-07-05,2021-07-06
2021,JUL. 3-6,YouGov,B+,1500,A,0.93,51%,40%,52%,41%,JUL. 3-6 2021,"(datetime.date(2021, 7, 3), datetime.date(2021, 7, 6))",2021-07-03,2021-07-06
2021,JUN. 30-JUL. 6,Morning Consult,B,23596,A,0.99,54%,39%,53%,42%,JUN. 30-JUL. 6 2021,"(datetime.date(2021, 6, 30), datetime.date(2021, 7, 6))",2021-06-30,2021-07-06
2021,JUN. 30-JUL. 6,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.54,49%,50%,51%,44%,JUN. 30-JUL. 6 2021,"(datetime.date(2021, 6, 30), datetime.date(2021, 7, 6))",2021-06-30,2021-07-06
2021,JUL. 2-4,Léger,B/C,1003,A,0.87,56%,43%,56%,43%,JUL. 2-4 2021,"(datetime.date(2021, 7, 2), datetime.date(2021, 7, 4))",2021-07-02,2021-07-04
2021,JUN. 30-JUL. 2,TIPP Insights,A+,1424,A,2.59,50%,37%,51%,42%,JUN. 30-JUL. 2 2021,"(datetime.date(2021, 6, 30), datetime.date(2021, 7, 2))",2021-06-30,2021-07-02
2021,JUN. 30-JUL. 1,Ipsos,B-,1004,A,0.6,52%,42%,50%,43%,JUN. 30-JUL. 1 2021,"(datetime.date(2021, 6, 30), datetime.date(2021, 7, 1))",2021-06-30,2021-07-01
2021,JUN. 29-30,HarrisX,B+,950,RV,1.12,60%,40%,56%,41%,JUN. 29-30 2021,"(datetime.date(2021, 6, 29), datetime.date(2021, 6, 30))",2021-06-29,2021-06-30
2021,JUN. 27-30,ABC News/The Washington Post,A+,907,A,1.82,50%,42%,51%,41%,JUN. 27-30 2021,"(datetime.date(2021, 6, 27), datetime.date(2021, 6, 30))",2021-06-27,2021-06-30
2021,JUN. 27-29,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.73,48%,50%,50%,44%,JUN. 27-29 2021,"(datetime.date(2021, 6, 27), datetime.date(2021, 6, 29))",2021-06-27,2021-06-29
2021,JUN. 26-29,YouGov,B+,1500,A,0.9,48%,43%,49%,44%,JUN. 26-29 2021,"(datetime.date(2021, 6, 26), datetime.date(2021, 6, 29))",2021-06-26,2021-06-29
2021,JUN. 23-29,Morning Consult,B,45000,A,1.02,53%,39%,52%,42%,JUN. 23-29 2021,"(datetime.date(2021, 6, 23), datetime.date(2021, 6, 29))",2021-06-23,2021-06-29
2021,JUN. 22-29,Marist College,A,1115,A,1.94,50%,43%,51%,43%,JUN. 22-29 2021,"(datetime.date(2021, 6, 22), datetime.date(2021, 6, 29))",2021-06-22,2021-06-29
2021,JUN. 25-28,Morning Consult,B,1989,RV,0.05,54%,43%,53%,46%,JUN. 25-28 2021,"(datetime.date(2021, 6, 25), datetime.date(2021, 6, 28))",2021-06-25,2021-06-28
2021,JUN. 24-28,Navigator Research,B/C,1000,RV,0.9,54%,43%,53%,42%,JUN. 24-28 2021,"(datetime.date(2021, 6, 24), datetime.date(2021, 6, 28))",2021-06-24,2021-06-28
2021,JUN. 23-24,Ipsos,B-,1005,A,0.51,53%,40%,51%,42%,JUN. 23-24 2021,"(datetime.date(2021, 6, 23), datetime.date(2021, 6, 24))",2021-06-23,2021-06-24
2021,JUN. 22-24,Morning Consult,B,2200,A,0.05,58%,38%,57%,41%,JUN. 22-24 2021,"(datetime.date(2021, 6, 22), datetime.date(2021, 6, 24))",2021-06-22,2021-06-24
2021,JUN. 22-24,YouGov,B+,1592,A,0.9,50%,43%,51%,44%,JUN. 22-24 2021,"(datetime.date(2021, 6, 22), datetime.date(2021, 6, 24))",2021-06-22,2021-06-24
2021,JUN. 22-24,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.63,51%,47%,53%,41%,JUN. 22-24 2021,"(datetime.date(2021, 6, 22), datetime.date(2021, 6, 24))",2021-06-22,2021-06-24
2021,JUN. 21-23,Morning Consult,B,2082,A,0.05,58%,38%,57%,41%,JUN. 21-23 2021,"(datetime.date(2021, 6, 21), datetime.date(2021, 6, 23))",2021-06-21,2021-06-23
2021,JUN. 4-23,YouGov,B+,1753,RV,0.96,51%,47%,52%,47%,JUN. 4-23 2021,"(datetime.date(2021, 6, 4), datetime.date(2021, 6, 23))",2021-06-04,2021-06-23
2021,JUN. 20-22,YouGov,B+,1500,A,0.83,50%,40%,51%,41%,JUN. 20-22 2021,"(datetime.date(2021, 6, 20), datetime.date(2021, 6, 22))",2021-06-20,2021-06-22
2021,JUN. 19-22,Beacon Research/Shaw & Company Research,A,1001,RV,1.77,56%,43%,54%,42%,JUN. 19-22 2021,"(datetime.date(2021, 6, 19), datetime.date(2021, 6, 22))",2021-06-19,2021-06-22
2021,JUN. 18-22,Echelon Insights,B/C,1001,RV,1.23,55%,42%,54%,42%,JUN. 18-22 2021,"(datetime.date(2021, 6, 18), datetime.date(2021, 6, 22))",2021-06-18,2021-06-22
2021,JUN. 16-22,Morning Consult,B,45000,A,1.01,54%,39%,53%,42%,JUN. 16-22 2021,"(datetime.date(2021, 6, 16), datetime.date(2021, 6, 22))",2021-06-16,2021-06-22
2021,JUN. 17-21,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.71,51%,47%,53%,41%,JUN. 17-21 2021,"(datetime.date(2021, 6, 17), datetime.date(2021, 6, 21))",2021-06-17,2021-06-21
2021,JUN. 14-21,Greenberg Research,B,2000,RV,2.03,57%,43%,56%,43%,JUN. 14-21 2021,"(datetime.date(2021, 6, 14), datetime.date(2021, 6, 21))",2021-06-14,2021-06-21
2021,JUN. 18-20,Morning Consult,B,2041,RV,0.05,54%,43%,53%,46%,JUN. 18-20 2021,"(datetime.date(2021, 6, 18), datetime.date(2021, 6, 20))",2021-06-18,2021-06-20
2021,JUN. 18-20,Morning Consult,B,1995,RV,0.04,58%,40%,57%,43%,JUN. 18-20 2021,"(datetime.date(2021, 6, 18), datetime.date(2021, 6, 20))",2021-06-18,2021-06-20
2021,JUN. 18-20,Léger,B/C,1001,A,0.87,49%,40%,49%,40%,JUN. 18-20 2021,"(datetime.date(2021, 6, 18), datetime.date(2021, 6, 20))",2021-06-18,2021-06-20
2021,JUN. 17-20,American Research Group,C+,1100,A,1.1,52%,43%,50%,45%,JUN. 17-20 2021,"(datetime.date(2021, 6, 17), datetime.date(2021, 6, 20))",2021-06-17,2021-06-20
2021,JUN. 16-20,McLaughlin & Associates,C/D,1000,LV,0.77,55%,44%,54%,43%,JUN. 16-20 2021,"(datetime.date(2021, 6, 16), datetime.date(2021, 6, 20))",2021-06-16,2021-06-20
2021,JUN. 15-19,Morning Consult,B,2200,A,0.05,56%,38%,55%,41%,JUN. 15-19 2021,"(datetime.date(2021, 6, 15), datetime.date(2021, 6, 19))",2021-06-15,2021-06-19
2021,JUN. 14-19,East Carolina University,B/C,1105,A,1.32,48%,41%,49%,41%,JUN. 14-19 2021,"(datetime.date(2021, 6, 14), datetime.date(2021, 6, 19))",2021-06-14,2021-06-19
2021,JUN. 1-18,Gallup,B+,1012,A,1.54,56%,42%,56%,41%,JUN. 1-18 2021,"(datetime.date(2021, 6, 1), datetime.date(2021, 6, 18))",2021-06-01,2021-06-18
2021,JUN. 16-17,Ipsos,B-,1002,A,0.35,52%,42%,50%,44%,JUN. 16-17 2021,"(datetime.date(2021, 6, 16), datetime.date(2021, 6, 17))",2021-06-16,2021-06-17
2021,JUN. 15-17,Harris Poll,B+,2006,RV,2.09,59%,34%,58%,35%,JUN. 15-17 2021,"(datetime.date(2021, 6, 15), datetime.date(2021, 6, 17))",2021-06-15,2021-06-17
2021,JUN. 11-17,Ipsos,B-,4420,A,1.41,55%,41%,54%,42%,JUN. 11-17 2021,"(datetime.date(2021, 6, 11), datetime.date(2021, 6, 17))",2021-06-11,2021-06-17
2021,JUN. 14-16,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.79,50%,48%,52%,42%,JUN. 14-16 2021,"(datetime.date(2021, 6, 14), datetime.date(2021, 6, 16))",2021-06-14,2021-06-16
2021,JUN. 13-15,YouGov,B+,1500,A,0.82,48%,43%,49%,44%,JUN. 13-15 2021,"(datetime.date(2021, 6, 13), datetime.date(2021, 6, 15))",2021-06-13,2021-06-15
2021,JUN. 11-15,Climate Nexus,,1525,RV,0.96,56%,39%,55%,40%,JUN. 11-15 2021,"(datetime.date(2021, 6, 11), datetime.date(2021, 6, 15))",2021-06-11,2021-06-15
2021,JUN. 11-15,Momentive/SurveyMonkey,C,2309,A,1.24,53%,42%,52%,42%,JUN. 11-15 2021,"(datetime.date(2021, 6, 11), datetime.date(2021, 6, 15))",2021-06-11,2021-06-15
2021,JUN. 9-15,Morning Consult,B,45000,A,1.02,53%,39%,52%,42%,JUN. 9-15 2021,"(datetime.date(2021, 6, 9), datetime.date(2021, 6, 15))",2021-06-09,2021-06-15
2021,JUN. 10-14,AP-NORC,,1125,A,1.51,55%,44%,52%,44%,JUN. 10-14 2021,"(datetime.date(2021, 6, 10), datetime.date(2021, 6, 14))",2021-06-10,2021-06-14
2021,JUN. 10-14,Navigator Research,B/C,1001,RV,0.89,52%,44%,51%,43%,JUN. 10-14 2021,"(datetime.date(2021, 6, 10), datetime.date(2021, 6, 14))",2021-06-10,2021-06-14
2021,JUN. 9-14,Monmouth University,A,810,A,1.53,48%,43%,49%,43%,JUN. 9-14 2021,"(datetime.date(2021, 6, 9), datetime.date(2021, 6, 14))",2021-06-09,2021-06-14
2021,JUN. 11-13,Morning Consult,B,1994,RV,0.05,53%,44%,52%,47%,JUN. 11-13 2021,"(datetime.date(2021, 6, 11), datetime.date(2021, 6, 13))",2021-06-11,2021-06-13
2021,JUN. 9-13,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.54,49%,50%,51%,44%,JUN. 9-13 2021,"(datetime.date(2021, 6, 9), datetime.date(2021, 6, 13))",2021-06-09,2021-06-13
2021,JUN. 9-10,Ipsos,B-,1004,A,0.37,55%,40%,54%,42%,JUN. 9-10 2021,"(datetime.date(2021, 6, 9), datetime.date(2021, 6, 10))",2021-06-09,2021-06-10
2021,JUN. 7-10,The Winston Group,A/B,1000,RV,1.62,54%,38%,53%,41%,JUN. 7-10 2021,"(datetime.date(2021, 6, 7), datetime.date(2021, 6, 10))",2021-06-07,2021-06-10
2021,JUN. 5-10,Lake Research Partners/The Tarrance Group,A/B,1000,RV,1.44,52%,45%,52%,44%,JUN. 5-10 2021,"(datetime.date(2021, 6, 5), datetime.date(2021, 6, 10))",2021-06-05,2021-06-10
2021,JUN. 7-9,HarrisX,B+,1885,RV,1.53,61%,39%,57%,40%,JUN. 7-9 2021,"(datetime.date(2021, 6, 7), datetime.date(2021, 6, 9))",2021-06-07,2021-06-09
2021,JUN. 6-8,Rasmussen Reports/Pulse Opinion Research,B,1500,LV,0.7,51%,48%,53%,42%,JUN. 6-8 2021,"(datetime.date(2021, 6, 6), datetime.date(2021, 6, 8))",2021-06-06,2021-06-08
2021,JUN. 6-8,YouGov,B+,1500,A,0.94,50%,40%,51%,41%,JUN. 6-8 2021,"(datetime.date(2021, 6, 6), datetime.date(2021, 6, 8))",2021-06-06,2021-06-08
2021,JUN. 4-8,Morning Consult,B,2200,A,0.05,51%,41%,50%,44%,JUN. 4-8 2021,"(datetime.date(2021, 6, 4), datetime.date(2021, 6, 8))",2021-06-04,2021-06-08
2021,JUN. 2-8,Morning Consult,B,45000,A,1.03,52%,39%,51%,42%,JUN. 2-8 2021,"(datetime.date(2021, 6, 2), datetime.date(2021, 6, 8))",2021-06-02,2021-06-08
2021,JUN. 4-7,Morning Consult,B,1990,RV,0.05,52%,43%,51%,46%,JUN. 4-7 2021,"(datetime.date(2021, 6, 4), datetime.date(2021, 6, 7))",2021-06-04,2021-06-07
2021,JUN. 4-7,Morning Consult,B,2200,A,0.05,54%,40%,53%,43%,JUN. 4-7 2021,"(datetime.date(2021, 6, 4), datetime.date(2021, 6, 7))",2021-06-04,2021-06-07
2021,JUN. 3-7,The Bullfinch Group,,1200,A,1.07,54%,41%,53%,42%,JUN. 3-7 2021,"(datetime.date(2021, 6, 3), datetime.date(2021, 6, 7))",2021-06-03,2021-06-07
2021,JUN. 4-6,Léger,B/C,1004,A,0.87,51%,38%,51%,38%,JUN. 4-6 2021,"(datetime.date(2021, 6, 4), datetime.date(2021, 6, 6))",2021-06-04,2021-06-06
